date_of_trip,Member type,count
2019-04-25,Casual,1711
2019-04-25,Member,10628
2019-04-26,Casual,930
2019-04-26,Member,7878
2019-04-27,Casual,3189
2019-04-27,Member,8863
2019-04-28,Casual,2381
2019-04-28,Member,7495
2019-04-29,Casual,1137
2019-04-29,Member,9035
2019-04-30,Casual,1166
2019-04-30,Member,10635
2019-05-01,Casual,1245
2019-05-01,Member,10696
2019-05-02,Casual,1125
2019-05-02,Member,8769
2019-05-03,Casual,1718
2019-05-03,Member,10746
2019-05-04,Casual,2678
2019-05-04,Member,8356
2019-05-05,Casual,318
2019-05-05,Member,2371
2019-05-06,Casual,1359
2019-05-06,Member,10343
2019-05-07,Casual,1382
2019-05-07,Member,10900
2019-05-08,Casual,1234
2019-05-08,Member,10385
2019-05-09,Casual,1039
2019-05-09,Member,10400
2019-05-10,Casual,1236
2019-05-10,Member,9341
2019-05-11,Casual,1809
2019-05-11,Member,6428
2019-05-12,Casual,445
2019-05-12,Member,2864
2019-05-13,Casual,568
2019-05-13,Member,6038
2019-05-14,Casual,1069
2019-05-14,Member,9857
2019-05-15,Casual,1372
2019-05-15,Member,10956
2019-05-16,Casual,1604
2019-05-16,Member,10643
2019-05-17,Casual,2051
2019-05-17,Member,11491
2019-05-18,Casual,3465
2019-05-18,Member,9391
2019-05-19,Casual,2868
2019-05-19,Member,8447
2019-05-20,Casual,1530
2019-05-20,Member,9958
2019-05-21,Casual,1381
2019-05-21,Member,11429
2019-05-22,Casual,1383
2019-05-22,Member,11318
2019-05-23,Casual,1154
2019-05-23,Member,10208
2019-05-24,Casual,1887
2019-05-24,Member,10675
2019-05-25,Casual,3615
2019-05-25,Member,8256
2019-05-26,Casual,3609
2019-05-26,Member,7655
2019-05-27,Casual,3227
2019-05-27,Member,8032
2019-05-28,Casual,1264
2019-05-28,Member,8752
2019-05-29,Casual,1207
2019-05-29,Member,10794
2019-05-30,Casual,993
2019-05-30,Member,9541
2019-05-31,Casual,1790
2019-05-31,Member,11039
2019-06-01,Casual,3105
2019-06-01,Member,9127
2019-06-02,Casual,2369
2019-06-02,Member,7460
2019-06-03,Casual,1730
2019-06-03,Member,11016
2019-06-04,Casual,1633
2019-06-04,Member,11977
2019-06-05,Casual,1265
2019-06-05,Member,11113
2019-06-06,Casual,1393
2019-06-06,Member,11216
2019-06-07,Casual,1903
2019-06-07,Member,11647
2019-06-08,Casual,3380
2019-06-08,Member,10351
2019-06-09,Casual,1195
2019-06-09,Member,4988
2019-06-10,Casual,747
2019-06-10,Member,7594
2019-06-11,Casual,1538
2019-06-11,Member,11443
2019-06-12,Casual,1450
2019-06-12,Member,11171
2019-06-13,Casual,838
2019-06-13,Member,8651
2019-06-14,Casual,2035
2019-06-14,Member,11613
2019-06-15,Casual,3098
2019-06-15,Member,9736
2019-06-16,Casual,2427
2019-06-16,Member,7912
2019-06-17,Casual,1039
2019-06-17,Member,8983
2019-06-18,Casual,851
2019-06-18,Member,8761
2019-06-19,Casual,1303
2019-06-19,Member,10936
2019-06-20,Casual,1246
2019-06-20,Member,10113
2019-06-21,Casual,2127
2019-06-21,Member,11322
2019-06-22,Casual,3532
2019-06-22,Member,10292
2019-06-23,Casual,2858
2019-06-23,Member,9137
2019-06-24,Casual,1394
2019-06-24,Member,9536
2019-06-25,Casual,1350
2019-06-25,Member,10984
2019-06-26,Casual,1353
2019-06-26,Member,11228
2019-06-27,Casual,1169
2019-06-27,Member,10109
2019-06-28,Casual,1638
2019-06-28,Member,10292
2019-06-29,Casual,2425
2019-06-29,Member,8413
2019-06-30,Casual,2374
2019-06-30,Member,8258
2019-07-01,Casual,1532
2019-07-01,Member,10854
2019-07-02,Casual,1227
2019-07-02,Member,9550
2019-07-03,Casual,1649
2019-07-03,Member,10929
2019-07-04,Casual,2865
2019-07-04,Member,7469
2019-07-05,Casual,2878
2019-07-05,Member,9268
2019-07-06,Casual,2649
2019-07-06,Member,7523
2019-07-07,Casual,2199
2019-07-07,Member,7849
2019-07-08,Casual,868
2019-07-08,Member,7550
2019-07-09,Casual,1383
2019-07-09,Member,11589
2019-07-10,Casual,1345
2019-07-10,Member,11284
2019-07-11,Casual,776
2019-07-11,Member,7892
2019-07-12,Casual,1863
2019-07-12,Member,11481
2019-07-13,Casual,2960
2019-07-13,Member,9987
2019-07-14,Casual,2441
2019-07-14,Member,8447
2019-07-15,Casual,1603
2019-07-15,Member,10665
2019-07-16,Casual,1370
2019-07-16,Member,10761
2019-07-17,Casual,1000
2019-07-17,Member,9296
2019-07-18,Casual,1621
2019-07-18,Member,10912
2019-07-19,Casual,1681
2019-07-19,Member,10393
2019-07-20,Casual,2295
2019-07-20,Member,8156
2019-07-21,Casual,1579
2019-07-21,Member,6475
2019-07-22,Casual,1022
2019-07-22,Member,9638
2019-07-23,Casual,1072
2019-07-23,Member,8671
2019-07-24,Casual,1413
2019-07-24,Member,10961
2019-07-25,Casual,1605
2019-07-25,Member,11776
2019-07-26,Casual,1986
2019-07-26,Member,11554
2019-07-27,Casual,3145
2019-07-27,Member,9934
2019-07-28,Casual,2341
2019-07-28,Member,8688
2019-07-29,Casual,1467
2019-07-29,Member,10685
2019-07-30,Casual,1369
2019-07-30,Member,11086
2019-07-31,Casual,1287
2019-07-31,Member,10831
